tactic_id,tactic_name,tactic_shortname,technique_id,technique_name,is_subtechnique
TA0003,persistence,persistence,T1177,lsass driver,False
TA0043,reconnaissance,reconnaissance,T1591.002,business relationships,True
TA0004,privilege escalation,privilege-escalation,T1548.005,temporary elevated cloud access,True
TA0009,collection,collection,T1125,video capture,False
TA0005,stealth,stealth,T1144,gatekeeper bypass,False
TA0005,stealth,stealth,T1045,software packing,False
TA0005,stealth,stealth,T1055.013,process doppelgänging,True
TA0004,privilege escalation,privilege-escalation,T1055.013,process doppelgänging,True
TA0007,discovery,discovery,T1016,system network configuration discovery,False
TA0112,defense impairment,defense-impairment,T1578.003,delete cloud instance,True
TA0043,reconnaissance,reconnaissance,T1593.003,code repositories,True
TA0005,stealth,stealth,T1574.005,executable installer file permissions weakness,True
TA0002,execution,execution,T1574.005,executable installer file permissions weakness,True
TA0004,privilege escalation,privilege-escalation,T1546.008,accessibility features,True
TA0003,persistence,persistence,T1546.008,accessibility features,True
TA0040,impact,impact,T1496.002,bandwidth hijacking,True
TA0003,persistence,persistence,T1504,powershell profile,False
TA0004,privilege escalation,privilege-escalation,T1504,powershell profile,False
TA0005,stealth,stealth,T1198,sip and trust provider hijacking,False
TA0003,persistence,persistence,T1198,sip and trust provider hijacking,False
TA0007,discovery,discovery,T1087,account discovery,False
TA0011,command and control,command-and-control,T1090,proxy,False
TA0002,execution,execution,T1059,command and scripting interpreter,False
TA0002,execution,execution,T1204.005,malicious library,True
TA0005,stealth,stealth,T1562.006,indicator blocking,True
TA0112,defense impairment,defense-impairment,T1685.005,clear windows event logs,True
TA0003,persistence,persistence,T1136.002,domain account,True
TA0005,stealth,stealth,T1564.014,extended attributes,True
TA0043,reconnaissance,reconnaissance,T1589.003,employee names,True
TA0002,execution,execution,T1677,poisoned pipeline execution,False
TA0007,discovery,discovery,T1482,domain trust discovery,False
TA0006,credential access,credential-access,T1558.001,golden ticket,True
TA0008,lateral movement,lateral-movement,T1175,component object model and distributed com,False
TA0002,execution,execution,T1175,component object model and distributed com,False
TA0010,exfiltration,exfiltration,T1020,automated exfiltration,False
TA0043,reconnaissance,reconnaissance,T1592.004,client configurations,True
TA0005,stealth,stealth,T1562.007,disable or modify cloud firewall,True
TA0011,command and control,command-and-control,T1219.001,ide tunneling,True
TA0005,stealth,stealth,T1036.002,right-to-left override,True
TA0042,resource development,resource-development,T1588.001,malware,True
TA0005,stealth,stealth,T1027.017,svg smuggling,True
TA0005,stealth,stealth,T1542.002,component firmware,True
TA0003,persistence,persistence,T1542.002,component firmware,True
TA0005,stealth,stealth,T1070,indicator removal,False
TA0010,exfiltration,exfiltration,T1048.001,exfiltration over symmetric encrypted non-c2 protocol,True
TA0003,persistence,persistence,T1137.001,office template macros,True
TA0042,resource development,resource-development,T1583.003,virtual private server,True
TA0009,collection,collection,T1213.001,confluence,True
TA0008,lateral movement,lateral-movement,T1550.003,pass the ticket,True
TA0002,execution,execution,T1609,container administration command,False
TA0007,discovery,discovery,T1083,file and directory discovery,False
TA0011,command and control,command-and-control,T1568,dynamic resolution,False
TA0005,stealth,stealth,T1036.004,masquerade task or service,True
TA0005,stealth,stealth,T1055.004,asynchronous procedure call,True
TA0004,privilege escalation,privilege-escalation,T1055.004,asynchronous procedure call,True
TA0010,exfiltration,exfiltration,T1020.001,traffic duplication,True
TA0003,persistence,persistence,T1138,application shimming,False
TA0004,privilege escalation,privilege-escalation,T1138,application shimming,False
TA0112,defense impairment,defense-impairment,T1647,plist file modification,False
TA0005,stealth,stealth,T1127.003,jamplus,True
TA0002,execution,execution,T1127.003,jamplus,True
TA0004,privilege escalation,privilege-escalation,T1546.009,appcert dlls,True
TA0003,persistence,persistence,T1546.009,appcert dlls,True
TA0005,stealth,stealth,T1191,cmstp,False
TA0002,execution,execution,T1191,cmstp,False
TA0011,command and control,command-and-control,T1188,multi-hop proxy,False
TA0009,collection,collection,T1114.003,email forwarding rule,True
TA0009,collection,collection,T1074,data staged,False
TA0006,credential access,credential-access,T1649,steal or forge authentication certificates,False
TA0003,persistence,persistence,T1098.005,device registration,True
TA0004,privilege escalation,privilege-escalation,T1098.005,device registration,True
TA0007,discovery,discovery,T1049,system network connections discovery,False
TA0042,resource development,resource-development,T1584,compromise infrastructure,False
TA0112,defense impairment,defense-impairment,T1553.005,mark-of-the-web bypass,True
TA0112,defense impairment,defense-impairment,T1600.002,disable crypto hardware,True
TA0005,stealth,stealth,T1542,pre-os boot,False
TA0003,persistence,persistence,T1542,pre-os boot,False
TA0005,stealth,stealth,T1064,scripting,False
TA0002,execution,execution,T1064,scripting,False
TA0005,stealth,stealth,T1612,build image on host,False
TA0008,lateral movement,lateral-movement,T1051,shared webroot,False
TA0005,stealth,stealth,T1055.002,portable executable injection,True
TA0004,privilege escalation,privilege-escalation,T1055.002,portable executable injection,True
TA0005,stealth,stealth,T1218.012,verclsid,True
TA0042,resource development,resource-development,T1586,compromise accounts,False
TA0002,execution,execution,T1569.001,launchctl,True
TA0042,resource development,resource-development,T1584.005,botnet,True
TA0002,execution,execution,T1059.008,network device cli,True
TA0006,credential access,credential-access,T1552.003,shell history,True
TA0005,stealth,stealth,T1562.010,downgrade attack,True
TA0002,execution,execution,T1559.003,xpc services,True
TA0005,stealth,stealth,T1497,virtualization/sandbox evasion,False
TA0007,discovery,discovery,T1497,virtualization/sandbox evasion,False
TA0011,command and control,command-and-control,T1102,web service,False
TA0006,credential access,credential-access,T1552.001,credentials in files,True
TA0011,command and control,command-and-control,T1568.003,dns calculation,True
TA0005,stealth,stealth,T1218.005,mshta,True
TA0003,persistence,persistence,T1547.015,login items,True
TA0004,privilege escalation,privilege-escalation,T1547.015,login items,True
TA0042,resource development,resource-development,T1608,stage capabilities,False
TA0042,resource development,resource-development,T1608.005,link target,True
TA0011,command and control,command-and-control,T1104,multi-stage channels,False
TA0040,impact,impact,T1657,financial theft,False
TA0005,stealth,stealth,T1480,execution guardrails,False
TA0007,discovery,discovery,T1619,cloud storage object discovery,False
TA0006,credential access,credential-access,T1606.001,web cookies,True
TA0007,discovery,discovery,T1654,log enumeration,False
TA0005,stealth,stealth,T1134.001,token impersonation/theft,True
TA0004,privilege escalation,privilege-escalation,T1134.001,token impersonation/theft,True
TA0010,exfiltration,exfiltration,T1567.001,exfiltration to code repository,True
TA0008,lateral movement,lateral-movement,T1021.007,cloud services,True
TA0005,stealth,stealth,T1205.001,port knocking,True
TA0003,persistence,persistence,T1205.001,port knocking,True
TA0011,command and control,command-and-control,T1205.001,port knocking,True
TA0005,stealth,stealth,T1027.012,lnk icon smuggling,True
TA0042,resource development,resource-development,T1583.006,web services,True
TA0006,credential access,credential-access,T1528,steal application access token,False
TA0043,reconnaissance,reconnaissance,T1598.002,spearphishing attachment,True
TA0003,persistence,persistence,T1098.001,additional cloud credentials,True
TA0004,privilege escalation,privilege-escalation,T1098.001,additional cloud credentials,True
TA0002,execution,execution,T1204,user execution,False
TA0040,impact,impact,T1491.001,internal defacement,True
TA0005,stealth,stealth,T1564.002,hidden users,True
TA0005,stealth,stealth,T1134.003,make and impersonate token,True
TA0004,privilege escalation,privilege-escalation,T1134.003,make and impersonate token,True
TA0006,credential access,credential-access,T1552.006,group policy preferences,True
TA0005,stealth,stealth,T1196,control panel items,False
TA0002,execution,execution,T1196,control panel items,False
TA0010,exfiltration,exfiltration,T1048.002,exfiltration over asymmetric encrypted non-c2 protocol,True
TA0007,discovery,discovery,T1087.004,cloud account,True
TA0042,resource development,resource-development,T1683.002,audio-visual content,True
TA0007,discovery,discovery,T1057,process discovery,False
TA0005,stealth,stealth,T1562.003,impair command history logging,True
TA0002,execution,execution,T1053.004,launchd,True
TA0003,persistence,persistence,T1053.004,launchd,True
TA0004,privilege escalation,privilege-escalation,T1053.004,launchd,True
TA0112,defense impairment,defense-impairment,T1556.008,network provider dll,True
TA0003,persistence,persistence,T1556.008,network provider dll,True
TA0006,credential access,credential-access,T1556.008,network provider dll,True
TA0004,privilege escalation,privilege-escalation,T1546.003,windows management instrumentation event subscription,True
TA0003,persistence,persistence,T1546.003,windows management instrumentation event subscription,True
TA0043,reconnaissance,reconnaissance,T1596.004,cdns,True
TA0005,stealth,stealth,T1497.002,user activity based checks,True
TA0007,discovery,discovery,T1497.002,user activity based checks,True
TA0006,credential access,credential-access,T1141,input prompt,False
TA0040,impact,impact,T1496.004,cloud service hijacking,True
TA0042,resource development,resource-development,T1585.003,cloud accounts,True
TA0002,execution,execution,T1072,software deployment tools,False
TA0008,lateral movement,lateral-movement,T1072,software deployment tools,False
TA0010,exfiltration,exfiltration,T1041,exfiltration over c2 channel,False
TA0005,stealth,stealth,T1134.004,parent pid spoofing,True
TA0004,privilege escalation,privilege-escalation,T1134.004,parent pid spoofing,True
TA0043,reconnaissance,reconnaissance,T1591,gather victim org information,False
TA0003,persistence,persistence,T1060,registry run keys / startup folder,False
TA0006,credential access,credential-access,T1606,forge web credentials,False
TA0006,credential access,credential-access,T1621,multi-factor authentication request generation,False
TA0003,persistence,persistence,T1554,compromise host software binary,False
TA0006,credential access,credential-access,T1552.008,chat messages,True
TA0002,execution,execution,T1059.001,powershell,True
TA0003,persistence,persistence,T1023,shortcut modification,False
TA0004,privilege escalation,privilege-escalation,T1546.001,change default file association,True
TA0003,persistence,persistence,T1546.001,change default file association,True
TA0005,stealth,stealth,T1055.014,vdso hijacking,True
TA0004,privilege escalation,privilege-escalation,T1055.014,vdso hijacking,True
TA0011,command and control,command-and-control,T1026,multiband communication,False
TA0011,command and control,command-and-control,T1071.002,file transfer protocols,True
TA0005,stealth,stealth,T1679,selective exclusion,False
TA0005,stealth,stealth,T1122,component object model hijacking,False
TA0003,persistence,persistence,T1122,component object model hijacking,False
TA0003,persistence,persistence,T1015,accessibility features,False
TA0004,privilege escalation,privilege-escalation,T1015,accessibility features,False
TA0006,credential access,credential-access,T1212,exploitation for credential access,False
TA0004,privilege escalation,privilege-escalation,T1546.014,emond,True
TA0003,persistence,persistence,T1546.014,emond,True
TA0011,command and control,command-and-control,T1102.003,one-way communication,True
TA0043,reconnaissance,reconnaissance,T1590,gather victim network information,False
TA0008,lateral movement,lateral-movement,T1210,exploitation of remote services,False
TA0005,stealth,stealth,T1502,parent pid spoofing,False
TA0004,privilege escalation,privilege-escalation,T1502,parent pid spoofing,False
TA0006,credential access,credential-access,T1142,keychain,False
TA0008,lateral movement,lateral-movement,T1534,internal spearphishing,False
TA0004,privilege escalation,privilege-escalation,T1169,sudo,False
TA0005,stealth,stealth,T1574.010,services file permissions weakness,True
TA0002,execution,execution,T1574.010,services file permissions weakness,True
TA0003,persistence,persistence,T1547.001,registry run keys / startup folder,True
TA0004,privilege escalation,privilege-escalation,T1547.001,registry run keys / startup folder,True
TA0001,initial access,initial-access,T1199,trusted relationship,False
TA0003,persistence,persistence,T1136.003,cloud account,True
TA0007,discovery,discovery,T1069.001,local groups,True
TA0005,stealth,stealth,T1149,lc_main hijacking,False
TA0043,reconnaissance,reconnaissance,T1593,search open websites/domains,False
TA0005,stealth,stealth,T1562.013,disable or modify network device firewall,True
TA0003,persistence,persistence,T1098,account manipulation,False
TA0004,privilege escalation,privilege-escalation,T1098,account manipulation,False
TA0005,stealth,stealth,T1170,mshta,False
TA0002,execution,execution,T1170,mshta,False
TA0010,exfiltration,exfiltration,T1048,exfiltration over alternative protocol,False
TA0003,persistence,persistence,T1547.006,kernel modules and extensions,True
TA0004,privilege escalation,privilege-escalation,T1547.006,kernel modules and extensions,True
TA0005,stealth,stealth,T1678,delay execution,False
TA0009,collection,collection,T1056.002,gui input capture,True
TA0006,credential access,credential-access,T1056.002,gui input capture,True
TA0008,lateral movement,lateral-movement,T1097,pass the ticket,False
TA0112,defense impairment,defense-impairment,T1686.002,network device firewall,True
TA0042,resource development,resource-development,T1588.002,tool,True
TA0010,exfiltration,exfiltration,T1052.001,exfiltration over usb,True
TA0005,stealth,stealth,T1574.013,kernelcallbacktable,True
TA0002,execution,execution,T1574.013,kernelcallbacktable,True
TA0043,reconnaissance,reconnaissance,T1597,search closed sources,False
TA0002,execution,execution,T1053.006,systemd timers,True
TA0003,persistence,persistence,T1053.006,systemd timers,True
TA0004,privilege escalation,privilege-escalation,T1053.006,systemd timers,True
TA0001,initial access,initial-access,T1566,phishing,False
TA0002,execution,execution,T1061,graphical user interface,False
TA0005,stealth,stealth,T1542.004,rommonkit,True
TA0003,persistence,persistence,T1542.004,rommonkit,True
TA0005,stealth,stealth,T1218.001,compiled html file,True
TA0040,impact,impact,T1496.001,compute hijacking,True
TA0005,stealth,stealth,T1070.005,network share connection removal,True
TA0011,command and control,command-and-control,T1090.003,multi-hop proxy,True
TA0006,credential access,credential-access,T1110,brute force,False
TA0002,execution,execution,T1059.004,unix shell,True
TA0003,persistence,persistence,T1137.003,outlook forms,True
TA0011,command and control,command-and-control,T1219.003,remote access hardware,True
TA0003,persistence,persistence,T1157,dylib hijacking,False
TA0004,privilege escalation,privilege-escalation,T1157,dylib hijacking,False
TA0005,stealth,stealth,T1562.001,disable or modify tools,True
TA0040,impact,impact,T1565,data manipulation,False
TA0002,execution,execution,T1559,inter-process communication,False
TA0011,command and control,command-and-control,T1001,data obfuscation,False
TA0009,collection,collection,T1039,data from network shared drive,False
TA0042,resource development,resource-development,T1584.006,web services,True
TA0112,defense impairment,defense-impairment,T1601,modify system image,False
TA0005,stealth,stealth,T1574,hijack execution flow,False
TA0002,execution,execution,T1574,hijack execution flow,False
TA0005,stealth,stealth,T1036.012,browser fingerprint,True
TA0002,execution,execution,T1059.011,lua,True
TA0005,stealth,stealth,T1027.005,indicator removal from tools,True
TA0002,execution,execution,T1204.003,malicious image,True
TA0003,persistence,persistence,T1543.005,container service,True
TA0004,privilege escalation,privilege-escalation,T1543.005,container service,True
TA0005,stealth,stealth,T1078,valid accounts,False
TA0003,persistence,persistence,T1078,valid accounts,False
TA0004,privilege escalation,privilege-escalation,T1078,valid accounts,False
TA0001,initial access,initial-access,T1078,valid accounts,False
TA0011,command and control,command-and-control,T1571,non-standard port,False
TA0042,resource development,resource-development,T1585.001,social media accounts,True
TA0005,stealth,stealth,T1073,dll side-loading,False
TA0005,stealth,stealth,T1055.012,process hollowing,True
TA0004,privilege escalation,privilege-escalation,T1055.012,process hollowing,True
TA0004,privilege escalation,privilege-escalation,T1068,exploitation for privilege escalation,False
TA0005,stealth,stealth,T1564.009,resource forking,True
TA0040,impact,impact,T1531,account access removal,False
TA0006,credential access,credential-access,T1110.004,credential stuffing,True
TA0006,credential access,credential-access,T1208,kerberoasting,False
TA0005,stealth,stealth,T1027,obfuscated files or information,False
TA0112,defense impairment,defense-impairment,T1556.006,multi-factor authentication,True
TA0003,persistence,persistence,T1556.006,multi-factor authentication,True
TA0006,credential access,credential-access,T1556.006,multi-factor authentication,True
TA0009,collection,collection,T1114.002,remote email collection,True
TA0003,persistence,persistence,T1505.004,iis components,True
TA0005,stealth,stealth,T1036.001,invalid code signature,True
TA0042,resource development,resource-development,T1683,generate content,False
TA0005,stealth,stealth,T1564.006,run virtual instance,True
TA0002,execution,execution,T1154,trap,False
TA0003,persistence,persistence,T1154,trap,False
TA0005,stealth,stealth,T1027.014,polymorphic code,True
TA0007,discovery,discovery,T1201,password policy discovery,False
TA0004,privilege escalation,privilege-escalation,T1546,event triggered execution,False
TA0003,persistence,persistence,T1546,event triggered execution,False
TA0004,privilege escalation,privilege-escalation,T1546.004,unix shell configuration modification,True
TA0003,persistence,persistence,T1546.004,unix shell configuration modification,True
TA0006,credential access,credential-access,T1187,forced authentication,False
TA0005,stealth,stealth,T1134.005,sid-history injection,True
TA0004,privilege escalation,privilege-escalation,T1134.005,sid-history injection,True
TA0112,defense impairment,defense-impairment,T1599,network boundary bridging,False
TA0040,impact,impact,T1486,data encrypted for impact,False
TA0040,impact,impact,T1488,disk content wipe,False
TA0112,defense impairment,defense-impairment,T1690,prevent command history logging,False
TA0112,defense impairment,defense-impairment,T1553,subvert trust controls,False
TA0004,privilege escalation,privilege-escalation,T1548.004,elevated execution with prompt,True
TA0043,reconnaissance,reconnaissance,T1592.003,firmware,True
TA0011,command and control,command-and-control,T1573,encrypted channel,False
TA0006,credential access,credential-access,T1174,password filter dll,False
TA0003,persistence,persistence,T1547.002,authentication package,True
TA0004,privilege escalation,privilege-escalation,T1547.002,authentication package,True
TA0005,stealth,stealth,T1218.010,regsvr32,True
TA0010,exfiltration,exfiltration,T1002,data compressed,False
TA0010,exfiltration,exfiltration,T1567.003,exfiltration to text storage sites,True
TA0006,credential access,credential-access,T1081,credentials in files,False
TA0043,reconnaissance,reconnaissance,T1592.002,software,True
TA0003,persistence,persistence,T1128,netsh helper dll,False
TA0009,collection,collection,T1056,input capture,False
TA0006,credential access,credential-access,T1056,input capture,False
TA0001,initial access,initial-access,T1566.004,spearphishing voice,True
TA0042,resource development,resource-development,T1587.004,exploits,True
TA0112,defense impairment,defense-impairment,T1685,disable or modify tools,False
TA0043,reconnaissance,reconnaissance,T1593.001,social media,True
TA0009,collection,collection,T1213.004,customer relationship management software,True
TA0004,privilege escalation,privilege-escalation,T1546.015,component object model hijacking,True
TA0003,persistence,persistence,T1546.015,component object model hijacking,True
TA0043,reconnaissance,reconnaissance,T1589.001,credentials,True
TA0001,initial access,initial-access,T1195.002,compromise software supply chain,True
TA0005,stealth,stealth,T1036.003,rename legitimate utilities,True
TA0011,command and control,command-and-control,T1102.002,bidirectional communication,True
TA0002,execution,execution,T1203,exploitation for client execution,False
TA0043,reconnaissance,reconnaissance,T1595.003,wordlist scanning,True
TA0040,impact,impact,T1667,email bombing,False
TA0005,stealth,stealth,T1562.011,spoof security alerting,True
TA0003,persistence,persistence,T1137.004,outlook home page,True
TA0011,command and control,command-and-control,T1573.002,asymmetric cryptography,True
TA0010,exfiltration,exfiltration,T1567.002,exfiltration to cloud storage,True
TA0008,lateral movement,lateral-movement,T1570,lateral tool transfer,False
TA0005,stealth,stealth,T1574.009,path interception by unquoted path,True
TA0002,execution,execution,T1574.009,path interception by unquoted path,True
TA0042,resource development,resource-development,T1608.003,install digital certificate,True
TA0003,persistence,persistence,T1168,local job scheduling,False
TA0002,execution,execution,T1168,local job scheduling,False
TA0004,privilege escalation,privilege-escalation,T1166,setuid and setgid,False
TA0003,persistence,persistence,T1166,setuid and setgid,False
TA0003,persistence,persistence,T1037.005,startup items,True
TA0004,privilege escalation,privilege-escalation,T1037.005,startup items,True
TA0003,persistence,persistence,T1100,web shell,False
TA0004,privilege escalation,privilege-escalation,T1100,web shell,False
TA0005,stealth,stealth,T1186,process doppelgänging,False
TA0008,lateral movement,lateral-movement,T1184,ssh hijacking,False
TA0007,discovery,discovery,T1614.001,system language discovery,True
TA0011,command and control,command-and-control,T1095,non-application layer protocol,False
TA0008,lateral movement,lateral-movement,T1075,pass the hash,False
TA0002,execution,execution,T1059.013,container cli/api,True
TA0005,stealth,stealth,T1027.003,steganography,True
TA0042,resource development,resource-development,T1584.002,dns server,True
TA0003,persistence,persistence,T1671,cloud application integration,False
TA0011,command and control,command-and-control,T1001.003,protocol or service impersonation,True
TA0007,discovery,discovery,T1012,query registry,False
TA0010,exfiltration,exfiltration,T1030,data transfer size limits,False
TA0002,execution,execution,T1028,windows remote management,False
TA0008,lateral movement,lateral-movement,T1028,windows remote management,False
TA0008,lateral movement,lateral-movement,T1550.004,web session cookie,True
TA0005,stealth,stealth,T1078.002,domain accounts,True
TA0003,persistence,persistence,T1078.002,domain accounts,True
TA0004,privilege escalation,privilege-escalation,T1078.002,domain accounts,True
TA0001,initial access,initial-access,T1078.002,domain accounts,True
TA0005,stealth,stealth,T1218.009,regsvcs/regasm,True
TA0003,persistence,persistence,T1034,path interception,False
TA0004,privilege escalation,privilege-escalation,T1034,path interception,False
TA0003,persistence,persistence,T1546.018,python startup hooks,True
TA0004,privilege escalation,privilege-escalation,T1546.018,python startup hooks,True
TA0005,stealth,stealth,T1506,web session cookie,False
TA0008,lateral movement,lateral-movement,T1506,web session cookie,False
TA0112,defense impairment,defense-impairment,T1553.004,install root certificate,True
TA0003,persistence,persistence,T1037.003,network logon script,True
TA0004,privilege escalation,privilege-escalation,T1037.003,network logon script,True
TA0040,impact,impact,T1499,endpoint denial of service,False
TA0005,stealth,stealth,T1027.004,compile after delivery,True
TA0112,defense impairment,defense-impairment,T1688,safe mode boot,False
TA0011,command and control,command-and-control,T1065,uncommonly used port,False
TA0007,discovery,discovery,T1614,system location discovery,False
TA0005,stealth,stealth,T1564.007,vba stomping,True
TA0005,stealth,stealth,T1197,bits jobs,False
TA0003,persistence,persistence,T1197,bits jobs,False
TA0002,execution,execution,T1197,bits jobs,False
TA0005,stealth,stealth,T1127.001,msbuild,True
TA0002,execution,execution,T1127.001,msbuild,True
TA0005,stealth,stealth,T1656,impersonation,False
TA0112,defense impairment,defense-impairment,T1578.005,modify cloud compute configurations,True
TA0005,stealth,stealth,T1088,bypass user account control,False
TA0004,privilege escalation,privilege-escalation,T1088,bypass user account control,False
TA0040,impact,impact,T1494,runtime data manipulation,False
TA0011,command and control,command-and-control,T1090.004,domain fronting,True
TA0006,credential access,credential-access,T1557.002,arp cache poisoning,True
TA0009,collection,collection,T1557.002,arp cache poisoning,True
TA0005,stealth,stealth,T1562.008,disable or modify cloud logs,True
TA0007,discovery,discovery,T1518.001,security software discovery,True
TA0005,stealth,stealth,T1564.003,hidden window,True
TA0040,impact,impact,T1493,transmitted data manipulation,False
TA0005,stealth,stealth,T1127.002,clickonce,True
TA0002,execution,execution,T1127.002,clickonce,True
TA0002,execution,execution,T1059.006,python,True
TA0005,stealth,stealth,T1070.010,relocate malware,True
TA0043,reconnaissance,reconnaissance,T1591.004,identify roles,True
TA0011,command and control,command-and-control,T1132,data encoding,False
TA0004,privilege escalation,privilege-escalation,T1546.010,appinit dlls,True
TA0003,persistence,persistence,T1546.010,appinit dlls,True
TA0043,reconnaissance,reconnaissance,T1598,phishing for information,False
TA0040,impact,impact,T1496,resource hijacking,False
TA0005,stealth,stealth,T1684.001,impersonation,True
TA0042,resource development,resource-development,T1585,establish accounts,False
TA0042,resource development,resource-development,T1588,obtain capabilities,False
TA0004,privilege escalation,privilege-escalation,T1546.002,screensaver,True
TA0003,persistence,persistence,T1546.002,screensaver,True
TA0005,stealth,stealth,T1147,hidden users,False
TA0112,defense impairment,defense-impairment,T1556.009,conditional access policies,True
TA0003,persistence,persistence,T1556.009,conditional access policies,True
TA0006,credential access,credential-access,T1556.009,conditional access policies,True
TA0112,defense impairment,defense-impairment,T1578.002,create cloud instance,True
TA0005,stealth,stealth,T1500,compile after delivery,False
TA0006,credential access,credential-access,T1555.006,cloud secrets management stores,True
TA0009,collection,collection,T1213.003,code repositories,True
TA0040,impact,impact,T1565.002,transmitted data manipulation,True
TA0006,credential access,credential-access,T1003.008,/etc/passwd and /etc/shadow,True
TA0003,persistence,persistence,T1543.001,launch agent,True
TA0004,privilege escalation,privilege-escalation,T1543.001,launch agent,True
TA0002,execution,execution,T1569,system services,False
TA0002,execution,execution,T1059.003,windows command shell,True
TA0005,stealth,stealth,T1055.009,proc memory,True
TA0004,privilege escalation,privilege-escalation,T1055.009,proc memory,True
TA0005,stealth,stealth,T1223,compiled html file,False
TA0002,execution,execution,T1223,compiled html file,False
TA0042,resource development,resource-development,T1650,acquire access,False
TA0112,defense impairment,defense-impairment,T1601.001,patch system image,True
TA0006,credential access,credential-access,T1558.002,silver ticket,True
TA0009,collection,collection,T1213,data from information repositories,False
TA0005,stealth,stealth,T1070.009,clear persistence,True
TA0002,execution,execution,T1059.012,hypervisor cli,True
TA0005,stealth,stealth,T1146,clear command history,False
TA0006,credential access,credential-access,T1555.004,windows credential manager,True
TA0005,stealth,stealth,T1036.010,masquerade account name,True
TA0003,persistence,persistence,T1519,emond,False
TA0004,privilege escalation,privilege-escalation,T1519,emond,False
TA0001,initial access,initial-access,T1194,spearphishing via service,False
TA0001,initial access,initial-access,T1200,hardware additions,False
TA0011,command and control,command-and-control,T1219.002,remote desktop software,True
TA0003,persistence,persistence,T1505,server software component,False
TA0040,impact,impact,T1485,data destruction,False
TA0011,command and control,command-and-control,T1132.002,non-standard encoding,True
TA0112,defense impairment,defense-impairment,T1556.001,domain controller authentication,True
TA0003,persistence,persistence,T1556.001,domain controller authentication,True
TA0006,credential access,credential-access,T1556.001,domain controller authentication,True
TA0010,exfiltration,exfiltration,T1537,transfer data to cloud account,False
TA0005,stealth,stealth,T1027.006,html smuggling,True
TA0112,defense impairment,defense-impairment,T1556.005,reversible encryption,True
TA0003,persistence,persistence,T1556.005,reversible encryption,True
TA0006,credential access,credential-access,T1556.005,reversible encryption,True
TA0005,stealth,stealth,T1027.010,command obfuscation,True
TA0005,stealth,stealth,T1130,install root certificate,False
TA0010,exfiltration,exfiltration,T1022,data encrypted,False
TA0005,stealth,stealth,T1070.004,file deletion,True
TA0001,initial access,initial-access,T1189,drive-by compromise,False
TA0040,impact,impact,T1498,network denial of service,False
TA0002,execution,execution,T1651,cloud administration command,False
TA0004,privilege escalation,privilege-escalation,T1546.016,installer packages,True
TA0003,persistence,persistence,T1546.016,installer packages,True
TA0043,reconnaissance,reconnaissance,T1595.001,scanning ip blocks,True
TA0005,stealth,stealth,T1158,hidden files and directories,False
TA0003,persistence,persistence,T1158,hidden files and directories,False
TA0005,stealth,stealth,T1221,template injection,False
TA0003,persistence,persistence,T1037.004,rc scripts,True
TA0004,privilege escalation,privilege-escalation,T1037.004,rc scripts,True
TA0005,stealth,stealth,T1134,access token manipulation,False
TA0004,privilege escalation,privilege-escalation,T1134,access token manipulation,False
TA0003,persistence,persistence,T1209,time providers,False
TA0006,credential access,credential-access,T1111,multi-factor authentication interception,False
TA0003,persistence,persistence,T1159,launch agent,False
TA0005,stealth,stealth,T1027.002,software packing,True
TA0042,resource development,resource-development,T1584.007,serverless,True
TA0011,command and control,command-and-control,T1071.001,web protocols,True
TA0002,execution,execution,T1059.005,visual basic,True
TA0005,stealth,stealth,T1564.005,hidden file system,True
TA0003,persistence,persistence,T1543.002,systemd service,True
TA0004,privilege escalation,privilege-escalation,T1543.002,systemd service,True
TA0003,persistence,persistence,T1668,exclusive control,False
TA0008,lateral movement,lateral-movement,T1563.002,rdp hijacking,True
TA0003,persistence,persistence,T1136,create account,False
TA0003,persistence,persistence,T1547.013,xdg autostart entries,True
TA0004,privilege escalation,privilege-escalation,T1547.013,xdg autostart entries,True
TA0042,resource development,resource-development,T1584.004,server,True
TA0005,stealth,stealth,T1672,email spoofing,False
TA0007,discovery,discovery,T1526,cloud service discovery,False
TA0002,execution,execution,T1204.004,malicious copy and paste,True
TA0005,stealth,stealth,T1151,space after filename,False
TA0002,execution,execution,T1151,space after filename,False
TA0007,discovery,discovery,T1018,remote system discovery,False
TA0007,discovery,discovery,T1046,network service discovery,False
TA0043,reconnaissance,reconnaissance,T1590.001,domain properties,True
TA0007,discovery,discovery,T1518,software discovery,False
TA0007,discovery,discovery,T1538,cloud service dashboard,False
TA0005,stealth,stealth,T1055.005,thread local storage,True
TA0004,privilege escalation,privilege-escalation,T1055.005,thread local storage,True
TA0005,stealth,stealth,T1622,debugger evasion,False
TA0007,discovery,discovery,T1622,debugger evasion,False
TA0005,stealth,stealth,T1036.006,space after filename,True
TA0003,persistence,persistence,T1547.007,re-opened applications,True
TA0004,privilege escalation,privilege-escalation,T1547.007,re-opened applications,True
TA0042,resource development,resource-development,T1608.006,seo poisoning,True
TA0008,lateral movement,lateral-movement,T1550.002,pass the hash,True
TA0010,exfiltration,exfiltration,T1052,exfiltration over physical medium,False
TA0005,stealth,stealth,T1574.002,dll side-loading,True
TA0002,execution,execution,T1574.002,dll side-loading,True
TA0011,command and control,command-and-control,T1105,ingress tool transfer,False
TA0005,stealth,stealth,T1216.002,syncappvpublishingserver,True
